"","Player","Season","Cluster"
"1492","Darrick Martin","2007-08",7
"1493","Darryl Watkins","2007-08",5
"1494","David Harrison","2007-08",8
"1495","David Lee","2007-08",20
"1496","David West","2007-08",9
"1497","Delonte West","2007-08",15
"1498","Demetris Nichols","2007-08",10
"1499","Derek Anderson","2007-08",15
"1500","Derek Fisher","2007-08",7
"1501","DerMarr Johnson","2007-08",10
"1502","Deron Williams","2007-08",11
"1503","DeSagana Diop","2007-08",5
"1504","DeShawn Stevenson","2007-08",24
"1505","Desmond Mason","2007-08",25
"1506","Devean George","2007-08",18
"1507","Devin Brown","2007-08",18
"1508","Devin Harris","2007-08",11
"1509","Dikembe Mutombo","2007-08",20
"1510","Dirk Nowitzki","2007-08",14
"1511","DJ Mbenga","2007-08",19
"1512","DJ Strawberry","2007-08",15
"1513","Dominic McGuire","2007-08",5
"1514","Donyell Marshall","2007-08",1
"1515","Dorell Wright","2007-08",22
"1516","Drew Gooden","2007-08",9
"1517","Dwayne Jones","2007-08",5
"1518","Dwight Howard","2007-08",3
"1519","Dwyane Wade","2007-08",14
"1520","Earl Barron","2007-08",9
"1521","Earl Boykins","2007-08",11
"1522","Earl Watson","2007-08",7
"1523","Eddie Gill","2007-08",18
"1524","Eddie House","2007-08",16
"1525","Eddie Jones","2007-08",24
"1526","Eddy Curry","2007-08",8
"1527","Eduardo Najera","2007-08",18
"1528","Elton Brand","2007-08",9
"1529","Emeka Okafor","2007-08",20
"1530","Eric Piatkowski","2007-08",24
"1531","Eric Snow","2007-08",23
"1532","Erick Dampier","2007-08",5
"1533","Fabricio Oberto","2007-08",5
"1534","Francisco Elson","2007-08",22
"1535","Francisco Garcia","2007-08",15
"1536","Fred Jones","2007-08",24
"1537","Gabe Pruitt","2007-08",7
"1538","Gerald Green","2007-08",2
"1539","Gerald Wallace","2007-08",2
"1540","Gilbert Arenas","2007-08",13
"1541","Glen Davis","2007-08",8
"1542","Gordan Giricek","2007-08",7
"1543","Grant Hill","2007-08",25
"1544","Greg Buckner","2007-08",18
"1545","Guillermo Diaz","2007-08",14
"1546","Hakim Warrick","2007-08",17
"1547","Hedo Turkoglu","2007-08",12
"1548","Hilton Armstrong","2007-08",5
"1549","Ian Mahinmi","2007-08",3
"1550","Ike Diogu","2007-08",8
"1551","Ime Udoka","2007-08",18
"1552","Ira Newble","2007-08",18
"1553","J.R. Smith","2007-08",12
"1554","Jacque Vaughn","2007-08",23
"1555","Jake Voskuhl","2007-08",5
"1556","Jamaal Magloire","2007-08",20
"1557","Jamaal Tinsley","2007-08",7
"1558","Jamal Crawford","2007-08",13
"1559","Jamario Moon","2007-08",18
"1560","Jameer Nelson","2007-08",11
"1561","James Augustine","2007-08",5
"1562","James Jones","2007-08",24
"1563","James Posey","2007-08",1
"1564","Jannero Pargo","2007-08",7
"1565","Jared Dudley","2007-08",25
"1566","Jared Jeffries","2007-08",5
"1567","Jarrett Jack","2007-08",11
"1568","Jarron Collins","2007-08",5
"1569","Jarvis Hayes","2007-08",16
"1570","Jason Collins","2007-08",5
"1571","Jason Hart","2007-08",7
"1572","Jason Kapono","2007-08",7
"1573","Jason Kidd","2007-08",18
"1574","Jason Maxiell","2007-08",8
"1575","Jason Richardson","2007-08",12
"1576","Jason Smith","2007-08",22
"1577","Jason Terry","2007-08",7
"1578","Jason Williams","2007-08",24
"1579","Javaris Crittenton","2007-08",25
"1580","Jeff Foster","2007-08",20
"1581","Jeff Green","2007-08",25
"1582","Jeff McInnis","2007-08",23
"1583","Jelani McCoy","2007-08",19
"1584","Jeremy Richardson","2007-08",7
"1585","Jermaine O'Neal","2007-08",9
"1586","Jermareo Davidson","2007-08",22
"1587","Jerome James","2007-08",21
"1588","Jerry Stackhouse","2007-08",15
"1589","JJ Redick","2007-08",13
"1590","Joakim Noah","2007-08",8
"1591","Joe Johnson","2007-08",13
"1592","Joe Smith","2007-08",9
"1593","Joel Anthony","2007-08",5
"1594","Joel Przybilla","2007-08",20
"1595","Joey Graham","2007-08",9
"1596","Johan Petro","2007-08",9
"1597","John Salmons","2007-08",25
"1598","Jordan Farmar","2007-08",24
"1599","Jorge Garbajosa","2007-08",16
"1600","Jose Calderon","2007-08",11
"1601","Jose Juan Barea","2007-08",15
"1602","Josh Boone","2007-08",20
"1603","Josh Childress","2007-08",25
"1604","Josh Howard","2007-08",17
"1605","Josh McRoberts","2007-08",20
"1606","Josh Powell","2007-08",20
"1607","Josh Smith","2007-08",8
"1608","Juan Carlos Navarro","2007-08",24
"1609","Juan Dixon","2007-08",7
"1610","Julian Wright","2007-08",25
"1611","Justin Williams","2007-08",3
"1612","Juwan Howard","2007-08",19
"1613","Kaniel Dickens","2007-08",23
"1614","Kareem Rush","2007-08",16
"1615","Kasib Powell","2007-08",18
"1616","Keith Bogans","2007-08",24
"1617","Keith Langford","2007-08",22
"1618","Kelenna Azubuike","2007-08",18
"1619","Kendrick Perkins","2007-08",5
"1620","Kenny Thomas","2007-08",5
"1621","Kenyon Martin","2007-08",25
"1622","Kevin Durant","2007-08",17
"1623","Kevin Garnett","2007-08",9
"1624","Kevin Martin","2007-08",14
"1625","Kevin Ollie","2007-08",23
"1626","Keyon Dooling","2007-08",11
"1627","Kirk Hinrich","2007-08",7
"1628","Kirk Snyder","2007-08",25
"1629","Kobe Bryant","2007-08",14
"1630","Kosta Perovic","2007-08",8
"1631","Kris Humphries","2007-08",9
"1632","Kurt Thomas","2007-08",9
"1633","Kwame Brown","2007-08",20
"1634","Kyle Korver","2007-08",16
"1635","Kyle Lowry","2007-08",11
"1636","Kyrylo Fesenko","2007-08",4
"1637","Lamar Odom","2007-08",20
"1638","LaMarcus Aldridge","2007-08",9
"1639","Lance Allred","2007-08",17
"1640","Larry Hughes","2007-08",7
"1641","Leandro Barbosa","2007-08",12
"1642","LeBron James","2007-08",14
"1643","Leon Powe","2007-08",3
"1644","Linas Kleiza","2007-08",1
"1645","Lindsey Hunter","2007-08",15
"1646","Linton Johnson","2007-08",22
"1647","Loren Woods","2007-08",23
"1648","Lorenzen Wright","2007-08",19
"1649","Lou Amundson","2007-08",4
"1650","Lou Williams","2007-08",13
"1651","Luis Scola","2007-08",8
"1652","Luke Jackson","2007-08",2
"1653","Luke Ridnour","2007-08",7
"1654","Luke Walton","2007-08",25
"1655","Luol Deng","2007-08",17
"1656","Luther Head","2007-08",24
"1657","Maceo Baston","2007-08",5
"1658","Malik Allen","2007-08",22
"1659","Malik Rose","2007-08",22
"1660","Manu Ginobili","2007-08",12
"1661","Marcin Gortat","2007-08",5
"1662","Marco Belinelli","2007-08",16
"1663","Marcus Banks","2007-08",24
"1664","Marcus Camby","2007-08",20
"1665","Marcus Vinicius","2007-08",12
"1666","Marcus Williams","2007-08",16
"1667","Mardy Collins","2007-08",11
"1668","Mario West","2007-08",5
"1669","Mark Blount","2007-08",22
"1670","Mark Madsen","2007-08",5
"1671","Marko Jaric","2007-08",11
"1672","Marquis Daniels","2007-08",11
"1673","Martell Webster","2007-08",16
"1674","Marvin Williams","2007-08",17
"1675","Matt Barnes","2007-08",1
"1676","Matt Bonner","2007-08",1
"1677","Matt Carroll","2007-08",15
"1678","Matt Harpring","2007-08",17
"1679","Maurice Ager","2007-08",15
"1680","Maurice Evans","2007-08",24
"1681","Mehmet Okur","2007-08",2
"1682","Melvin Ely","2007-08",20
"1683","Metta World Peace","2007-08",2
"1684","Michael Doleac","2007-08",22
"1685","Michael Finley","2007-08",16
"1686","Michael Harris","2007-08",8
"1687","Michael Redd","2007-08",13
"1688","Michael Ruffin","2007-08",5
"1689","Mickael Gelabale","2007-08",7
"1690","Mickael Pietrus","2007-08",1
"1691","Mike Bibby","2007-08",16
"1692","Mike Conley","2007-08",11
"1693","Mike Dunleavy","2007-08",2
"1694","Mike James","2007-08",15
"1695","Mike Miller","2007-08",1
"1696","Mike Wilks","2007-08",23
"1697","Mikki Moore","2007-08",5
"1698","Mo Williams","2007-08",7
"1699","Monta Ellis","2007-08",17
"1700","Morris Almond","2007-08",13
"1701","Morris Peterson","2007-08",24
"1702","Mouhamed Sene","2007-08",3
"1703","Nate Robinson","2007-08",13
"1704","Nazr Mohammed","2007-08",8
"1705","Nenad Krstic","2007-08",9
"1706","Nene","2007-08",8
"1707","Nick Collison","2007-08",20
"1708","Nick Fazekas","2007-08",20
"1709","Nick Young","2007-08",7
"1710","Oleksiy Pecherov","2007-08",1
"1711","Orien Greene","2007-08",23
"1712","Othella Harrington","2007-08",9
"1713","P.J. Brown","2007-08",5
"1714","Pat Garrity","2007-08",16
"1715","Patrick O'Bryant","2007-08",19
"1716","Pau Gasol","2007-08",8
"1717","Paul Davis","2007-08",22
"1718","Paul Millsap","2007-08",8
"1719","Paul Pierce","2007-08",13
"1720","Peja Stojakovic","2007-08",16
"1721","Primoz Brezec","2007-08",19
"1722","Quentin Richardson","2007-08",18
"1723","Quincy Douby","2007-08",15
"1724","Quinton Ross","2007-08",23
"1725","Raef LaFrentz","2007-08",19
"1726","Rafer Alston","2007-08",24
"1727","Raja Bell","2007-08",16
"1728","Rajon Rondo","2007-08",25
"1729","Ramon Sessions","2007-08",25
"1730","Randolph Morris","2007-08",8
"1731","Randy Foye","2007-08",15
"1732","Rashad McCants","2007-08",16
"1733","Rashard Lewis","2007-08",12
"1734","Rasheed Wallace","2007-08",1
"1735","Rasho Nesterovic","2007-08",22
"1736","Rasual Butler","2007-08",16
"1737","Ray Allen","2007-08",12
"1738","Raymond Felton","2007-08",11
"1739","Reggie Evans","2007-08",20
"1740","Renaldo Balkman","2007-08",5
"1741","Richard Hamilton","2007-08",17
"1742","Richard Jefferson","2007-08",14
"1743","Richie Frahm","2007-08",16
"1744","Ricky Davis","2007-08",15
"1745","Robert Horry","2007-08",18
"1746","Robert Swift","2007-08",19
"1747","Rodney Carney","2007-08",15
"1748","Rodney Stuckey","2007-08",25
"1749","Roger Mason Jr.","2007-08",16
"1750","Ronald Dupree","2007-08",20
"1751","Ronald Murray","2007-08",11
"1752","Ronnie Brewer","2007-08",25
"1753","Ronnie Price","2007-08",15
"1754","Ronny Turiaf","2007-08",8
"1755","Royal Ivey","2007-08",11
"1756","Ruben Patterson","2007-08",8
"1757","Rudy Gay","2007-08",2
"1758","Ryan Bowen","2007-08",5
"1759","Ryan Gomes","2007-08",2
"1760","Ryan Hollins","2007-08",8
"1761","Salim Stoudamire","2007-08",13
"1762","Sam Cassell","2007-08",17
"1763","Samuel Dalembert","2007-08",20
"1764","Sasha Pavlovic","2007-08",15
"1765","Sasha Vujacic","2007-08",16
"1766","Scot Pollard","2007-08",19
"1767","Sean Marks","2007-08",9
"1768","Sean Williams","2007-08",5
"1769","Sebastian Telfair","2007-08",11
"1770","Sergio Rodriguez","2007-08",11
"1771","Shane Battier","2007-08",24
"1772","Shannon Brown","2007-08",13
"1773","Shaquille O'Neal","2007-08",3
"1774","Shareef Abdur-Rahim","2007-08",22
"1775","Shavlik Randolph","2007-08",4
"1776","Shawn Marion","2007-08",20
"1777","Shawne Williams","2007-08",2
"1778","Shelden Williams","2007-08",8
"1779","Smush Parker","2007-08",15
"1780","Solomon Jones","2007-08",8
"1781","Spencer Hawes","2007-08",22
"1782","Stephane Lasme","2007-08",25
"1783","Stephen Graham","2007-08",2
"1784","Stephen Jackson","2007-08",12
"1785","Stephon Marbury","2007-08",11
"1786","Steve Blake","2007-08",16
"1787","Steve Francis","2007-08",11
"1788","Steve Nash","2007-08",15
"1789","Steve Novak","2007-08",10
"1790","Steven Hunter","2007-08",8
"1791","Stromile Swift","2007-08",8
"1792","T.J. Ford","2007-08",11
"1793","Tarence Kinsey","2007-08",7
"1794","Taurean Green","2007-08",13
"1795","Tayshaun Prince","2007-08",25
"1796","Thabo Sefolosha","2007-08",25
"1797","Thaddeus Young","2007-08",25
"1798","Theo Ratliff","2007-08",5
"1799","Thomas Gardner","2007-08",10
"1800","Tim Duncan","2007-08",9
"1801","Tim Thomas","2007-08",1
"1802","Tony Allen","2007-08",25
"1803","Tony Parker","2007-08",17
"1804","Tracy McGrady","2007-08",17
"1805","Travis Diener","2007-08",24
"1806","Travis Outlaw","2007-08",17
"1807","Trenton Hassell","2007-08",23
"1808","Trevor Ariza","2007-08",25
"1809","Troy Hudson","2007-08",7
"1810","Troy Murphy","2007-08",2
"1811","Tyronn Lue","2007-08",7
"1812","Tyrus Thomas","2007-08",8
"1813","Tyson Chandler","2007-08",20
"1814","Udonis Haslem","2007-08",9
"1815","Viktor Khryapa","2007-08",9
"1816","Vince Carter","2007-08",2
"1817","Vladimir Radmanovic","2007-08",24
"1818","Von Wafer","2007-08",16
"1819","Wally Szczerbiak","2007-08",7
"1820","Walter Herrmann","2007-08",1
"1821","Willie Green","2007-08",7
"1822","Wilson Chandler","2007-08",22
"1823","Yakhouba Diawara","2007-08",24
"1824","Yao Ming","2007-08",3
"1825","Yi Jianlian","2007-08",22
"1826","Zach Randolph","2007-08",9
"1827","Zaza Pachulia","2007-08",8
"1828","Zydrunas Ilgauskas","2007-08",9
"1829","Aaron Brooks","2008-09",14
"1830","Aaron Gray","2008-09",20
"1831","Acie Law","2008-09",11
"1832","Adam Morrison","2008-09",3
"1833","Adonal Foyle","2008-09",10
"1834","Al Harrington","2008-09",14
"1835","Al Horford","2008-09",4
"1836","Al Jefferson","2008-09",17
"1837","Al Thornton","2008-09",2
"1838","Alando Tucker","2008-09",2
"1839","Alex Acker","2008-09",3
"1840","Alexis Ajinca","2008-09",8
"1841","Allen Iverson","2008-09",2
"1842","Amar'e Stoudemire","2008-09",25
"1843","Amir Johnson","2008-09",23
"1844","Anderson Varejao","2008-09",23
"1845","Andray Blatche","2008-09",18
"1846","Andre Brown","2008-09",15
"1847","Andre Iguodala","2008-09",13
"1848","Andre Miller","2008-09",2
"1849","Andrea Bargnani","2008-09",6
"1850","Andrei Kirilenko","2008-09",25
"1851","Andres Nocioni","2008-09",6
"1852","Andrew Bogut","2008-09",10
"1853","Andrew Bynum","2008-09",12
"1854","Andris Biedrins","2008-09",10
"1855","Antawn Jamison","2008-09",6
"1856","Anthony Carter","2008-09",11
"1857","Anthony Johnson","2008-09",3
"1858","Anthony Morrow","2008-09",3
"1859","Anthony Parker","2008-09",3
"1860","Anthony Randolph","2008-09",17
"1861","Anthony Roberson","2008-09",9
"1862","Anthony Tolliver","2008-09",9
"1863","Antoine Wright","2008-09",21
"1864","Antonio Daniels","2008-09",11
"1865","Antonio McDyess","2008-09",17
"1866","Arron Afflalo","2008-09",3
"1867","Austin Croshere","2008-09",6
"1868","Baron Davis","2008-09",14
"1869","Ben Gordon","2008-09",13
"1870","Ben Wallace","2008-09",23
"1871","Beno Udrih","2008-09",5
"1872","Blake Ahearn","2008-09",9
"1873","Bobby Brown","2008-09",3
"1874","Bobby Jackson","2008-09",3
"1875","Bobby Simmons","2008-09",21
"1876","Boris Diaw","2008-09",11
"1877","Brad Miller","2008-09",17
"1878","Brandan Wright","2008-09",12
"1879","Brandon Bass","2008-09",17
"1880","Brandon Roy","2008-09",19
"1881","Brandon Rush","2008-09",3
"1882","Brendan Haywood","2008-09",12
"1883","Brent Barry","2008-09",21
"1884","Brevin Knight","2008-09",5
"1885","Brian Cardinal","2008-09",21
"1886","Brian Cook","2008-09",6
"1887","Brian Scalabrine","2008-09",21
"1888","Brian Skinner","2008-09",4
"1889","Brook Lopez","2008-09",12
"1890","Bruce Bowen","2008-09",21
"1891","Calvin Booth","2008-09",24
"1892","Carl Landry","2008-09",12
"1893","Carlos Boozer","2008-09",17
"1894","Carmelo Anthony","2008-09",19
"1895","Caron Butler","2008-09",19
"1896","Cartier Martin","2008-09",14
"1897","Cedric Simmons","2008-09",25
"1898","Channing Frye","2008-09",18
"1899","Charles Hayes","2008-09",23
"1900","Charlie Bell","2008-09",3
"1901","Charlie Villanueva","2008-09",6
"1902","Chauncey Billups","2008-09",13
"1903","Cheikh Samb","2008-09",17
"1904","Chris Andersen","2008-09",20
"1905","Chris Bosh","2008-09",17
"1906","Chris Douglas-Roberts","2008-09",11
"1907","Chris Duhon","2008-09",21
"1908","Chris Kaman","2008-09",12
"1909","Chris Mihm","2008-09",15
"1910","Chris Paul","2008-09",19
"1911","Chris Quinn","2008-09",3
"1912","Chris Wilcox","2008-09",12
"1913","Chucky Atkins","2008-09",3
"1914","CJ Miles","2008-09",3
"1915","CJ Watson","2008-09",11
"1916","Corey Brewer","2008-09",5
"1917","Corey Maggette","2008-09",19
"1918","Courtney Lee","2008-09",3
"1919","Courtney Sims","2008-09",15
"1920","Craig Smith","2008-09",25
"1921","Cuttino Mobley","2008-09",3
"1922","D.J. Augustin","2008-09",14
"1923","Daequan Cook","2008-09",9
"1924","Dahntay Jones","2008-09",11
"1925","Damien Wilkins","2008-09",3
"1926","Damon Jones","2008-09",9
"1927","Dan Gadzuric","2008-09",4
"1928","Daniel Gibson","2008-09",9
"1929","Danilo Gallinari","2008-09",9
"1930","Danny Granger","2008-09",19
"1931","Darius Miles","2008-09",18
"1932","Darius Songaila","2008-09",5
"1933","Darko Milicic","2008-09",23
"1934","Darnell Jackson","2008-09",4
"1935","Darrell Arthur","2008-09",4
"1936","David Lee","2008-09",12
"1937","David West","2008-09",17
"1938","DeAndre Jordan","2008-09",20
"1939","Dee Brown","2008-09",21
"1940","Delonte West","2008-09",3
"1941","DeMarcus Nelson","2008-09",5
"1942","Demetris Nichols","2008-09",7
"1943","Derek Fisher","2008-09",3
"1944","Deron Williams","2008-09",13
"1945","Derrick Rose","2008-09",2
"1946","DeSagana Diop","2008-09",23
"1947","DeShawn Stevenson","2008-09",3
"1948","Desmon Farmer","2008-09",9
"1949","Desmond Mason","2008-09",5
"1950","Devean George","2008-09",21
"1951","Devin Brown","2008-09",14
"1952","Devin Harris","2008-09",19
"1953","Dikembe Mutombo","2008-09",10
"1954","Dirk Nowitzki","2008-09",17
"1955","DJ Mbenga","2008-09",18
"1956","DJ White","2008-09",17
"1957","Dominic McGuire","2008-09",23
"1958","Donte Greene","2008-09",3
"1959","Dontell Jefferson","2008-09",11
"1960","Donyell Marshall","2008-09",9
"1961","Dorell Wright","2008-09",4
"1962","Drew Gooden","2008-09",17
"1963","Dwayne Jones","2008-09",20
"1964","Dwight Howard","2008-09",1
"1965","Dwyane Wade","2008-09",19
"1966","Earl Watson","2008-09",11
"1967","Eddie Gill","2008-09",21
"1968","Eddie House","2008-09",9
"1969","Eddy Curry","2008-09",1
"1970","Eduardo Najera","2008-09",23
"1971","Elton Brand","2008-09",17
"1972","Emeka Okafor","2008-09",12
"1973","Eric Gordon","2008-09",14
"1974","Erick Dampier","2008-09",23
"1975","Etan Thomas","2008-09",23
"1976","Fabricio Oberto","2008-09",24
"1977","Francisco Elson","2008-09",23
"1978","Francisco Garcia","2008-09",13
"1979","Fred Jones","2008-09",21
"1980","Gabe Pruitt","2008-09",3
"1981","George Hill","2008-09",11
"1982","Gerald Green","2008-09",13
"1983","Gerald Wallace","2008-09",25
"1984","Gilbert Arenas","2008-09",19
"1985","Glen Davis","2008-09",18
"1986","Goran Dragic","2008-09",11
"1987","Grant Hill","2008-09",5
"1988","Greg Buckner","2008-09",21
"1989","Greg Oden","2008-09",20
"1990","Hakim Warrick","2008-09",25
"1991","Hamed Haddadi","2008-09",1
"1992","Hassan Adams","2008-09",5
"1993","Hedo Turkoglu","2008-09",14
"1994","Henry Walker","2008-09",24
"1995","Hilton Armstrong","2008-09",24
"1996","Ike Diogu","2008-09",25
"1997","Ime Udoka","2008-09",21
"1998","J.R. Giddens","2008-09",22
"1999","J.R. Smith","2008-09",14
"2000","Jacque Vaughn","2008-09",5
"2001","Jake Voskuhl","2008-09",4
"2002","Jamaal Magloire","2008-09",20
"2003","Jamal Crawford","2008-09",13
"2004","Jamario Moon","2008-09",21
"2005","Jameer Nelson","2008-09",3
"2006","James Jones","2008-09",21
"2007","James Posey","2008-09",21
"2008","James Singleton","2008-09",23
"2009","James White","2008-09",7
"2010","Jared Dudley","2008-09",11
"2011","Jared Jeffries","2008-09",24
"2012","Jarrett Jack","2008-09",11
"2013","Jarron Collins","2008-09",24
"2014","Jarvis Hayes","2008-09",3
"2015","Jason Collins","2008-09",24
"2016","Jason Hart","2008-09",5
"2017","Jason Kapono","2008-09",3
"2018","Jason Kidd","2008-09",21
"2019","Jason Maxiell","2008-09",24
"2020","Jason Richardson","2008-09",14
"2021","Jason Terry","2008-09",13
"2022","Jason Thompson","2008-09",12
"2023","JaVale McGee","2008-09",12
"2024","Javaris Crittenton","2008-09",11
"2025","Jawad Williams","2008-09",9
"2026","Jeff Foster","2008-09",23
"2027","Jeff Green","2008-09",6
"2028","Jeremy Richardson","2008-09",7
"2029","Jermaine O'Neal","2008-09",18
"2030","Jermareo Davidson","2008-09",17
"2031","Jerome James","2008-09",22
"2032","Jerry Stackhouse","2008-09",3
"2033","Jerryd Bayless","2008-09",11
"2034","JJ Hickson","2008-09",12
"2035","JJ Redick","2008-09",9
"2036","Joakim Noah","2008-09",20
"2037","Joe Alexander","2008-09",5
"2038","Joe Crawford","2008-09",14
"2039","Joe Johnson","2008-09",13
"2040","Joe Smith","2008-09",18
"2041","Joel Anthony","2008-09",24
"2042","Joel Przybilla","2008-09",10
"2043","Joey Dorsey","2008-09",23
"2044","Joey Graham","2008-09",5
"2045","Johan Petro","2008-09",4
"2046","John Salmons","2008-09",13
"2047","Jordan Farmar","2008-09",3
"2048","Jose Calderon","2008-09",3
"2049","Jose Juan Barea","2008-09",11
"2050","Josh Boone","2008-09",23
"2051","Josh Howard","2008-09",13
"2052","Josh McRoberts","2008-09",23
"2053","Josh Powell","2008-09",18
"2054","Josh Smith","2008-09",25
"2055","Juan Dixon","2008-09",3
"2056","Julian Wright","2008-09",5
"2057","Juwan Howard","2008-09",18
"2058","Kareem Rush","2008-09",9
"2059","Keith Bogans","2008-09",21
"2060","Kelenna Azubuike","2008-09",11
"2061","Kendrick Perkins","2008-09",23
"2062","Kenny Thomas","2008-09",23
"2063","Kenyon Martin","2008-09",5
"2064","Kevin Durant","2008-09",19
"2065","Kevin Garnett","2008-09",17
"2066","Kevin Love","2008-09",12
"2067","Kevin Martin","2008-09",19
"2068","Kevin Ollie","2008-09",11
"2069","Keyon Dooling","2008-09",3
"2070","Kirk Hinrich","2008-09",3
"2071","Kobe Bryant","2008-09",19
"2072","Kosta Koufos","2008-09",12
"2073","Kris Humphries","2008-09",17
"2074","Kurt Thomas","2008-09",4
"2075","Kwame Brown","2008-09",20
"2076","Kyle Korver","2008-09",3
"2077","Kyle Lowry","2008-09",11
"2078","Kyle Weaver","2008-09",21
"2079","Kyrylo Fesenko","2008-09",20
"2080","Lamar Odom","2008-09",12
"2081","LaMarcus Aldridge","2008-09",18
"2082","Larry Hughes","2008-09",13
"2083","Leandro Barbosa","2008-09",14
"2084","LeBron James","2008-09",19
"2085","Leon Powe","2008-09",25
"2086","Linas Kleiza","2008-09",14
"2087","Lindsey Hunter","2008-09",9
"2088","Linton Johnson","2008-09",24
"2089","Lorenzen Wright","2008-09",4
"2090","Lou Amundson","2008-09",20
"2091","Lou Williams","2008-09",19
"2092","Luc Mbah a Moute","2008-09",12
"2093","Luis Scola","2008-09",12
"2094","Luke Ridnour","2008-09",5
"2095","Luke Walton","2008-09",5
"2096","Luol Deng","2008-09",18
"2097","Luther Head","2008-09",21
"2098","Maceo Baston","2008-09",20
"2099","Malik Allen","2008-09",18
"2100","Malik Hairston","2008-09",5
"2101","Malik Rose","2008-09",18
"2102","Manu Ginobili","2008-09",14
"2103","Marc Gasol","2008-09",12
"2104","Marcin Gortat","2008-09",10
"2105","Marco Belinelli","2008-09",3
"2106","Marcus Banks","2008-09",11
"2107","Marcus Camby","2008-09",10
"2108","Marcus Williams","2008-09",13
"2109","Mardy Collins","2008-09",11
"2110","Mario Chalmers","2008-09",21
"2111","Mario West","2008-09",24
"2112","Mark Blount","2008-09",6
"2113","Mark Madsen","2008-09",24
"2114","Marko Jaric","2008-09",11
"2115","Marquis Daniels","2008-09",5
"2116","Marreese Speights","2008-09",18
"2117","Martell Webster","2008-09",9
"2118","Marvin Williams","2008-09",11
"2119","Matt Barnes","2008-09",6
"2120","Matt Bonner","2008-09",21
"2121","Matt Carroll","2008-09",3
"2122","Matt Harpring","2008-09",18
"2123","Maurice Ager","2008-09",2
"2124","Maurice Evans","2008-09",21
"2125","Mehmet Okur","2008-09",6
"2126","Melvin Ely","2008-09",24
"2127","Metta World Peace","2008-09",14
"2128","Michael Beasley","2008-09",17
"2129","Michael Finley","2008-09",3
"2130","Michael Redd","2008-09",13
"2131","Michael Ruffin","2008-09",15
"2132","Mickael Pietrus","2008-09",14
"2133","Mike Bibby","2008-09",3
"2134","Mike Conley","2008-09",11
"2135","Mike Dunleavy","2008-09",13
"2136","Mike James","2008-09",3
"2137","Mike Miller","2008-09",21
"2138","Mike Taylor","2008-09",11
"2139","Mikki Moore","2008-09",4
"2140","Mo Williams","2008-09",13
"2141","Monta Ellis","2008-09",2
"2142","Morris Almond","2008-09",11
"2143","Morris Peterson","2008-09",6
"2144","Mouhamed Sene","2008-09",1
"2145","Nate Robinson","2008-09",14
"2146","Nathan Jawai","2008-09",24
"2147","Nazr Mohammed","2008-09",24
"2148","Nenad Krstic","2008-09",18
"2149","Nene","2008-09",12
"2150","Nick Collison","2008-09",23
"2151","Nick Young","2008-09",13
"2152","Nicolas Batum","2008-09",21
"2153","O.J. Mayo","2008-09",13
"2154","Oleksiy Pecherov","2008-09",6
"2155","Othello Hunter","2008-09",23
"2156","Patrick O'Bryant","2008-09",4
"2157","Pau Gasol","2008-09",12
"2158","Paul Davis","2008-09",18
"2159","Paul Millsap","2008-09",12
"2160","Paul Pierce","2008-09",19
"2161","Peja Stojakovic","2008-09",9
"2162","Pops Mensah-Bonsu","2008-09",20
"2163","Quentin Richardson","2008-09",14
"2164","Quincy Douby","2008-09",3
"2165","Quinton Ross","2008-09",3
"2166","Rafer Alston","2008-09",14
"2167","Raja Bell","2008-09",3
"2168","Rajon Rondo","2008-09",11
"2169","Ramon Sessions","2008-09",2
"2170","Randolph Morris","2008-09",4
"2171","Randy Foye","2008-09",13
"2172","Rashad McCants","2008-09",14
"2173","Rashard Lewis","2008-09",14
"2174","Rasheed Wallace","2008-09",6
"2175","Rasho Nesterovic","2008-09",18
"2176","Rasual Butler","2008-09",3
"2177","Ray Allen","2008-09",14
"2178","Raymond Felton","2008-09",2
"2179","Reggie Evans","2008-09",20
"2180","Renaldo Balkman","2008-09",23
"2181","Richard Hamilton","2008-09",2
"2182","Richard Jefferson","2008-09",19
"2183","Ricky Davis","2008-09",3
"2184","Rob Kurz","2008-09",5
"2185","Robert Swift","2008-09",4
"2186","Robin Lopez","2008-09",24
"2187","Rodney Carney","2008-09",9
"2188","Rodney Stuckey","2008-09",2
"2189","Roger Mason Jr.","2008-09",3
"2190","Roko Leni Ukic","2008-09",11
"2191","Ronald Murray","2008-09",13
"2192","Ronnie Brewer","2008-09",2
"2193","Ronnie Price","2008-09",3
"2194","Ronny Turiaf","2008-09",4
"2195","Roy Hibbert","2008-09",12
"2196","Royal Ivey","2008-09",21
"2197","Rudy Fernandez","2008-09",9
"2198","Rudy Gay","2008-09",13
"2199","Russell Westbrook","2008-09",2
"2200","Ryan Anderson","2008-09",6
"2201","Ryan Bowen","2008-09",24
"2202","Ryan Gomes","2008-09",3
"2203","Ryan Hollins","2008-09",20
"2204","Samuel Dalembert","2008-09",10
"2205","Sasha Pavlovic","2008-09",21
"2206","Sasha Vujacic","2008-09",9
"2207","Sean Marks","2008-09",23
"2208","Sean May","2008-09",18
"2209","Sean Singletary","2008-09",3
"2210","Sean Williams","2008-09",24
"2211","Sebastian Telfair","2008-09",3
"2212","Sergio Rodriguez","2008-09",11
"2213","Shane Battier","2008-09",21
